knot,crossing_number,input_interval,signature_input,mirrored_to_positive_signature,determinant,goeritz_rank,m_G_zero,m_Q_zero,candidate_count,candidate_parameters,inequality_ok_for_all_candidates,congruence_ok_for_all_candidates,obstructs_u_2,new_interval,zero_energy,zero_characteristic_parity,goeritz_matrix,pd_notation
12a_160,12,"[2,4]",4,False,101,5,1,-1,4,"[{""m1"":2,""m2"":18,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":35,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,18,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":8,""a"":1,""two_m1_minus_1"":7,""two_m2_minus_1"":15,""matrix"":[[4,1,1,0],[1,2,0,0],[1,0,8,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":8,""a"":4,""two_m1_minus_1"":11,""two_m2_minus_1"":15,""matrix"":[[6,1,4,0],[1,2,0,0],[4,0,8,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":26,""m2"":26,""a"":25,""two_m1_minus_1"":51,""two_m2_minus_1"":51,""matrix"":[[26,1,25,0],[1,2,0,0],[25,0,26,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,"[3,4]",9,"[0,0,1,1,0]","[[7,-1,0,-5,0],[-1,2,0,0,0],[0,0,3,0,-1],[-5,0,0,6,-1],[0,0,-1,-1,2]]","[[1,5,2,4],[3,9,4,8],[5,16,6,17],[7,3,8,2],[9,20,10,21],[11,22,12,23],[13,24,14,1],[15,18,16,19],[17,6,18,7],[19,14,20,15],[21,10,22,11],[23,12,24,13]]"
12a_167,12,"[2,4]",4,False,153,5,1,-1,4,"[{""m1"":2,""m2"":26,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":51,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,26,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":14,""a"":3,""two_m1_minus_1"":7,""two_m2_minus_1"":27,""matrix"":[[4,1,3,0],[1,2,0,0],[3,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":12,""a"":5,""two_m1_minus_1"":11,""two_m2_minus_1"":23,""matrix"":[[6,1,5,0],[1,2,0,0],[5,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":14,""m2"":14,""a"":12,""two_m1_minus_1"":27,""two_m2_minus_1"":27,""matrix"":[[14,1,12,0],[1,2,0,0],[12,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,"[3,4]",9,"[0,0,1,1,0]","[[5,-1,0,-3,0],[-1,2,0,0,0],[0,0,5,0,-3],[-3,0,0,4,-1],[0,0,-3,-1,4]]","[[1,5,2,4],[3,9,4,8],[5,16,6,17],[7,3,8,2],[9,22,10,23],[11,24,12,1],[13,18,14,19],[15,20,16,21],[17,6,18,7],[19,14,20,15],[21,12,22,13],[23,10,24,11]]"
12a_186,12,"[2,3]",4,False,193,5,1,-1,1,"[{""m1"":6,""m2"":10,""a"":2,""two_m1_minus_1"":11,""two_m2_minus_1"":19,""matrix"":[[6,1,2,0],[1,2,0,0],[2,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,1,0,1]","[[6,-1,-3,-1,0],[-1,2,0,0,0],[-3,0,5,-1,0],[-1,0,-1,4,-1],[0,0,0,-1,2]]","[[1,5,2,4],[3,8,4,9],[5,16,6,17],[7,13,8,12],[9,2,10,3],[11,18,12,19],[13,22,14,23],[15,24,16,1],[17,21,18,20],[19,10,20,11],[21,6,22,7],[23,14,24,15]]"
12a_193,12,"[2,3]",4,False,105,4,1,-1,4,"[{""m1"":2,""m2"":18,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":35,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,18,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":8,""a"":0,""two_m1_minus_1"":7,""two_m2_minus_1"":15,""matrix"":[[4,1,0,0],[1,2,0,0],[0,0,8,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":6,""a"":2,""two_m1_minus_1"":11,""two_m2_minus_1"":11,""matrix"":[[6,1,2,0],[1,2,0,0],[2,0,6,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":10,""a"":8,""two_m1_minus_1"":19,""two_m2_minus_1"":19,""matrix"":[[10,1,8,0],[1,2,0,0],[8,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,8,"[0,1,0,1]","[[8,-1,0,-5],[-1,2,0,0],[0,0,3,-1],[-5,0,-1,6]]","[[1,5,2,4],[3,8,4,9],[5,19,6,18],[7,11,8,10],[9,2,10,3],[11,20,12,21],[13,22,14,23],[15,24,16,1],[17,7,18,6],[19,16,20,17],[21,12,22,13],[23,14,24,15]]"
12a_195,12,"[2,3]",4,False,141,4,1,-1,3,"[{""m1"":2,""m2"":24,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":47,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,24,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":8,""m2"":10,""a"":6,""two_m1_minus_1"":15,""two_m2_minus_1"":19,""matrix"":[[8,1,6,0],[1,2,0,0],[6,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":36,""m2"":36,""a"":35,""two_m1_minus_1"":71,""two_m2_minus_1"":71,""matrix"":[[36,1,35,0],[1,2,0,0],[35,0,36,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,8,"[0,1,0,1]","[[6,-1,0,-3],[-1,2,0,0],[0,0,5,-3],[-3,0,-3,6]]","[[1,5,2,4],[3,8,4,9],[5,19,6,18],[7,11,8,10],[9,2,10,3],[11,22,12,23],[13,24,14,1],[15,20,16,21],[17,7,18,6],[19,14,20,15],[21,16,22,17],[23,12,24,13]]"
12a_294,12,"[2,3]",4,False,197,5,1,-1,3,"[{""m1"":2,""m2"":34,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":67,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,34,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":14,""a"":5,""two_m1_minus_1"":11,""two_m2_minus_1"":27,""matrix"":[[6,1,5,0],[1,2,0,0],[5,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":50,""m2"":50,""a"":49,""two_m1_minus_1"":99,""two_m2_minus_1"":99,""matrix"":[[50,1,49,0],[1,2,0,0],[49,0,50,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,0,1,1,0]","[[5,-1,-1,-2,0],[-1,2,0,0,0],[-1,0,4,0,-1],[-2,0,0,5,-1],[0,0,-1,-1,2]]","[[1,5,2,4],[3,11,4,10],[5,14,6,15],[7,18,8,19],[9,3,10,2],[11,20,12,21],[13,24,14,1],[15,6,16,7],[17,22,18,23],[19,8,20,9],[21,12,22,13],[23,16,24,17]]"
12a_297,12,"[2,3]",4,False,153,5,1,-1,4,"[{""m1"":2,""m2"":26,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":51,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,26,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":14,""a"":3,""two_m1_minus_1"":7,""two_m2_minus_1"":27,""matrix"":[[4,1,3,0],[1,2,0,0],[3,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":12,""a"":5,""two_m1_minus_1"":11,""two_m2_minus_1"":23,""matrix"":[[6,1,5,0],[1,2,0,0],[5,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":14,""m2"":14,""a"":12,""two_m1_minus_1"":27,""two_m2_minus_1"":27,""matrix"":[[14,1,12,0],[1,2,0,0],[12,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,0,1,1,0]","[[5,-1,-3,0,0],[-1,2,0,0,0],[-3,0,6,0,-1],[0,0,0,3,-1],[0,0,-1,-1,2]]","[[1,5,2,4],[3,11,4,10],[5,14,6,15],[7,18,8,19],[9,3,10,2],[11,22,12,23],[13,24,14,1],[15,6,16,7],[17,20,18,21],[19,8,20,9],[21,16,22,17],[23,12,24,13]]"
12a_304,12,"[2,3]",4,False,137,4,1,-1,2,"[{""m1"":2,""m2"":24,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":47,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,24,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":12,""m2"":14,""a"":11,""two_m1_minus_1"":23,""two_m2_minus_1"":27,""matrix"":[[12,1,11,0],[1,2,0,0],[11,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,8,"[0,1,1,1]","[[4,-1,-1,0],[-1,2,0,0],[-1,0,5,-2],[0,0,-2,5]]","[[1,5,2,4],[3,10,4,11],[5,14,6,15],[7,19,8,18],[9,13,10,12],[11,2,12,3],[13,24,14,1],[15,20,16,21],[17,22,18,23],[19,7,20,6],[21,16,22,17],[23,8,24,9]]"
12a_331,12,"[2,3]",4,False,177,5,1,-1,2,"[{""m1"":2,""m2"":30,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":59,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,30,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":16,""m2"":16,""a"":14,""two_m1_minus_1"":31,""two_m2_minus_1"":31,""matrix"":[[16,1,14,0],[1,2,0,0],[14,0,16,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,1,1,1,0]","[[6,-1,0,-3,-1],[-1,2,0,0,0],[0,0,2,0,-1],[-3,0,0,5,-2],[-1,0,-1,-2,5]]","[[1,5,2,4],[3,10,4,11],[5,14,6,15],[7,20,8,21],[9,17,10,16],[11,2,12,3],[13,6,14,7],[15,13,16,12],[17,22,18,23],[19,24,20,1],[21,8,22,9],[23,18,24,19]]"
12a_370,12,"[2,3]",4,False,113,5,1,-1,2,"[{""m1"":2,""m2"":20,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":39,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,20,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":10,""m2"":12,""a"":9,""two_m1_minus_1"":19,""two_m2_minus_1"":23,""matrix"":[[10,1,9,0],[1,2,0,0],[9,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,0,1,1,0]","[[5,-1,-2,-1,0],[-1,2,0,0,0],[-2,0,7,0,-1],[-1,0,0,2,-1],[0,0,-1,-1,2]]","[[1,5,2,4],[3,11,4,10],[5,16,6,17],[7,18,8,19],[9,3,10,2],[11,20,12,21],[13,22,14,23],[15,24,16,1],[17,6,18,7],[19,8,20,9],[21,14,22,15],[23,12,24,13]]"
12a_371,12,"[2,3]",4,False,97,5,1,-1,1,"[{""m1"":4,""m2"":10,""a"":3,""two_m1_minus_1"":7,""two_m2_minus_1"":19,""matrix"":[[4,1,3,0],[1,2,0,0],[3,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,0,1,1,0]","[[7,-1,-5,0,0],[-1,2,0,0,0],[-5,0,7,0,-1],[0,0,0,2,-1],[0,0,-1,-1,2]]","[[1,5,2,4],[3,11,4,10],[5,16,6,17],[7,18,8,19],[9,3,10,2],[11,20,12,21],[13,22,14,23],[15,24,16,1],[17,8,18,9],[19,6,20,7],[21,12,22,13],[23,14,24,15]]"
12a_375,12,"[2,3]",4,False,117,5,1,-1,4,"[{""m1"":2,""m2"":20,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":39,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,20,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":10,""a"":2,""two_m1_minus_1"":7,""two_m2_minus_1"":19,""matrix"":[[4,1,2,0],[1,2,0,0],[2,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":6,""a"":1,""two_m1_minus_1"":11,""two_m2_minus_1"":11,""matrix"":[[6,1,1,0],[1,2,0,0],[1,0,6,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":30,""m2"":30,""a"":29,""two_m1_minus_1"":59,""two_m2_minus_1"":59,""matrix"":[[30,1,29,0],[1,2,0,0],[29,0,30,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,0,1,1,0]","[[5,-1,0,-3,0],[-1,2,0,0,0],[0,0,5,0,-1],[-3,0,0,4,-1],[0,0,-1,-1,2]]","[[1,5,2,4],[3,11,4,10],[5,16,6,17],[7,18,8,19],[9,3,10,2],[11,22,12,23],[13,24,14,1],[15,20,16,21],[17,6,18,7],[19,8,20,9],[21,14,22,15],[23,12,24,13]]"
12a_382,12,"[2,3]",4,False,133,4,1,-1,2,"[{""m1"":4,""m2"":10,""a"":0,""two_m1_minus_1"":7,""two_m2_minus_1"":19,""matrix"":[[4,1,0,0],[1,2,0,0],[0,0,10,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":34,""m2"":34,""a"":33,""two_m1_minus_1"":67,""two_m2_minus_1"":67,""matrix"":[[34,1,33,0],[1,2,0,0],[33,0,34,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,8,"[0,1,1,1]","[[6,-1,-3,0],[-1,2,0,0],[-3,0,7,-2],[0,0,-2,3]]","[[1,5,2,4],[3,10,4,11],[5,16,6,17],[7,19,8,18],[9,13,10,12],[11,2,12,3],[13,22,14,23],[15,24,16,1],[17,20,18,21],[19,7,20,6],[21,8,22,9],[23,14,24,15]]"
12a_422,12,"[2,4]",4,False,69,3,1,-1,3,"[{""m1"":2,""m2"":12,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":23,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":8,""a"":3,""two_m1_minus_1"":7,""two_m2_minus_1"":15,""matrix"":[[4,1,3,0],[1,2,0,0],[3,0,8,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":18,""m2"":18,""a"":17,""two_m1_minus_1"":35,""two_m2_minus_1"":35,""matrix"":[[18,1,17,0],[1,2,0,0],[17,0,18,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,"[3,4]",7,"[0,0,1]","[[9,-1,-5],[-1,2,0],[-5,0,7]]","[[1,5,2,4],[3,11,4,10],[5,18,6,19],[7,13,8,12],[9,3,10,2],[11,9,12,8],[13,20,14,21],[15,22,16,23],[17,24,18,1],[19,6,20,7],[21,14,22,15],[23,16,24,17]]"
12a_533,12,"[2,3]",4,False,137,5,1,-1,2,"[{""m1"":2,""m2"":24,""a"":1,""two_m1_minus_1"":3,""two_m2_minus_1"":47,""matrix"":[[2,1,1,0],[1,2,0,0],[1,0,24,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":12,""m2"":14,""a"":11,""two_m1_minus_1"":23,""two_m2_minus_1"":27,""matrix"":[[12,1,11,0],[1,2,0,0],[11,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,0,1,1,0]","[[3,-1,-1,0,0],[-1,2,0,0,0],[-1,0,4,0,-1],[0,0,0,5,-1],[0,0,-1,-1,2]]","[[1,5,2,4],[3,13,4,12],[5,14,6,15],[7,18,8,19],[9,20,10,21],[11,3,12,2],[13,24,14,1],[15,6,16,7],[17,22,18,23],[19,8,20,9],[21,10,22,11],[23,16,24,17]]"
12a_580,12,"[2,3]",4,False,69,5,1,-1,3,"[{""m1"":2,""m2"":12,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":23,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":8,""a"":3,""two_m1_minus_1"":7,""two_m2_minus_1"":15,""matrix"":[[4,1,3,0],[1,2,0,0],[3,0,8,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":18,""m2"":18,""a"":17,""two_m1_minus_1"":35,""two_m2_minus_1"":35,""matrix"":[[18,1,17,0],[1,2,0,0],[17,0,18,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,9,"[0,0,1,1,0]","[[3,-1,0,-1,0],[-1,2,0,0,0],[0,0,7,0,-1],[-1,0,0,2,-1],[0,0,-1,-1,2]]","[[1,5,2,4],[3,13,4,12],[5,16,6,17],[7,18,8,19],[9,20,10,21],[11,3,12,2],[13,24,14,1],[15,22,16,23],[17,6,18,7],[19,8,20,9],[21,10,22,11],[23,14,24,15]]"
12a_641,12,"[2,3]",4,False,73,3,1,-1,1,"[{""m1"":4,""m2"":6,""a"":1,""two_m1_minus_1"":7,""two_m2_minus_1"":11,""matrix"":[[4,1,1,0],[1,2,0,0],[1,0,6,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,3,7,"[0,0,1]","[[7,-1,-3],[-1,2,0],[-3,0,7]]","[[1,5,2,4],[3,13,4,12],[5,18,6,19],[7,20,8,21],[9,15,10,14],[11,3,12,2],[13,11,14,10],[15,22,16,23],[17,24,18,1],[19,6,20,7],[21,8,22,9],[23,16,24,17]]"
12a_692,12,"[2,4]",4,False,153,5,1,-1,4,"[{""m1"":2,""m2"":26,""a"":0,""two_m1_minus_1"":3,""two_m2_minus_1"":51,""matrix"":[[2,1,0,0],[1,2,0,0],[0,0,26,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":4,""m2"":14,""a"":3,""two_m1_minus_1"":7,""two_m2_minus_1"":27,""matrix"":[[4,1,3,0],[1,2,0,0],[3,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":6,""m2"":12,""a"":5,""two_m1_minus_1"":11,""two_m2_minus_1"":23,""matrix"":[[6,1,5,0],[1,2,0,0],[5,0,12,1],[0,0,1,2]],""m_Q_zero"":""-1""},{""m1"":14,""m2"":14,""a"":12,""two_m1_minus_1"":27,""two_m2_minus_1"":27,""matrix"":[[14,1,12,0],[1,2,0,0],[12,0,14,1],[0,0,1,2]],""m_Q_zero"":""-1""}]",False,True,True,"[3,4]",9,"[0,0,1,0,1]","[[5,-1,0,0,-3],[-1,2,0,0,0],[0,0,5,-2,0],[0,0,-2,3,-1],[-3,0,0,-1,4]]","[[1,5,2,4],[3,15,4,14],[5,10,6,11],[7,12,8,13],[9,20,10,21],[11,6,12,7],[13,3,14,2],[15,22,16,23],[17,24,18,1],[19,8,20,9],[21,18,22,19],[23,16,24,17]]"
